id,portfolio,agency,acronym,program,component,outcome,outcome_text,last,current,plus1,plus2,plus3,souce,url
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,Programme 2.1: Refugee and Humanitarian Assistance,"DIBP - Administered expenses: Ordinary Annual ServicesSecretariat for Inter-Governmental Consultations on migration, asylum and refugees - membership contribution",2,"Outcome 2: Support Australias international and humanitarian obligations by providing protection, resettlement and assistance to refugees and those in humanitarian need, including through arrangements with other countries. ",134,134,134,134,134,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,Programme 2.1: Refugee and Humanitarian Assistance,DIBP - Administered expenses: Ordinary Annual ServicesGrant to Refugees Council of Australia,2,"Outcome 2: Support Australias international and humanitarian obligations by providing protection, resettlement and assistance to refugees and those in humanitarian need, including through arrangements with other countries. ",140,140,140,140,140,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,Programme 2.1: Refugee and Humanitarian Assistance,DIBP - Administered expenses: Ordinary Annual ServicesSupervision and welfare for  Unaccompanied Humanitarian Minors,2,"Outcome 2: Support Australias international and humanitarian obligations by providing protection, resettlement and assistance to refugees and those in humanitarian need, including through arrangements with other countries. ",21227,18971,15933,3929,3884,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,Programme 2.2: Refugee and Humanitarian Assistance ,DIBP - Departmental expenses: Departmental appropriation & Expenses not requiring appropriation  in the budget yearRefugee and Humanitarian Assistance,2,"Outcome 2: Support Australias international and humanitarian obligations by providing protection, resettlement and assistance to refugees and those in humanitarian need, including through arrangements with other countries. ",34896,36024,40277,57963,58693,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,Programme 2.2: Refugee and Humanitarian Assistance ,DIBP - Departmental expenses: Departmental appropriation & Expenses not requiring appropriation  in the budget yearTemporary Protection and Protection  Visas on-shore,2,"Outcome 2: Support Australias international and humanitarian obligations by providing protection, resettlement and assistance to refugees and those in humanitarian need, including through arrangements with other countries. ",31347,30539,33564,33632,34202,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,Programme 2.3: Regional Cooperation,DIBP - Administered expenses: Ordinary Annual ServicesRegional Cooperation and Capacity  Building,2,"Outcome 2: Support Australias international and humanitarian obligations by providing protection, resettlement and assistance to refugees and those in humanitarian need, including through arrangements with other countries. ",73149,78775,76427,27857,27545,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,Programme 2.3: Regional Cooperation,DIBP - Administered expenses: Ordinary Annual ServicesRegional Support Office,2,"Outcome 2: Support Australias international and humanitarian obligations by providing protection, resettlement and assistance to refugees and those in humanitarian need, including through arrangements with other countries. ",1753,1791,0,0,0,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,Programme 2.3: Regional Cooperation,DIBP - Administered expenses: Ordinary Annual ServicesCombatting People Smuggling- Address  irregular migration in region,2,"Outcome 2: Support Australias international and humanitarian obligations by providing protection, resettlement and assistance to refugees and those in humanitarian need, including through arrangements with other countries. ",1051,0,0,0,0,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,Programme 2.4: Regional Cooperation,DIBP - Departmental expenses: Departmental appropriation ,2,"Outcome 2: Support Australias international and humanitarian obligations by providing protection, resettlement and assistance to refugees and those in humanitarian need, including through arrangements with other countries. ",18100,13156,11013,11225,11422,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,"Programme 3.1: Compliance, Detention and  Status Resolution",DIBP - Administered expenses: Ordinary Annual Services & Expenses not requiring appropriation  in the budget yearCompliance Resolution Community  Care and Assistance,3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,9448,13815,10242,10393,10277,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,"Programme 3.1: Compliance, Detention and  Status Resolution",DIBP - Administered expenses: Ordinary Annual Services & Expenses not requiring appropriation  in the budget yearCommunity Placement and Detention Services,3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,60163,63351,65003,66009,69187,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,"Programme 3.1: Compliance, Detention and  Status Resolution",DIBP - Administered expenses: Ordinary Annual Services & Expenses not requiring appropriation  in the budget yearPayments under section 33 (FMA Act )  -  Act  of Grace Payments,3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,100,100,100,100,100,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,"Programme 3.1: Compliance, Detention and  Status Resolution",DIBP - Administered expenses: Ordinary Annual Services & Expenses not requiring appropriation  in the budget yearRecovery of Removal Charges and  Detention Costs,3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,3849,4042,4042,4042,4042,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,"Programme 3.1: Compliance, Detention and  Status Resolution",DIBP - Administered expenses: Ordinary Annual Services & Expenses not requiring appropriation  in the budget yearForeign Fishers ,3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,9679,10371,10636,10790,10672,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,"Programme 3.2: Compliance, Detention and Status  Resolution",DIBP - Departmental expenses: Departmental appropriation & Expenses not requiring appropriation  in the budget yearCompliance,3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,73941,74578,74984,75281,76595,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,"Programme 3.2: Compliance, Detention and Status  Resolution",DIBP - Departmental expenses: Departmental appropriation & Expenses not requiring appropriation  in the budget yearCommunity Placement and Detention  Services,3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,26836,25580,27748,27845,28281,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,"Programme 3.2: Compliance, Detention and Status  Resolution",DIBP - Departmental expenses: Departmental appropriation & Expenses not requiring appropriation  in the budget yearStatus Resolution,3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,52647,51117,53093,51694,58150,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,"Programme 3.2: Compliance, Detention and Status  Resolution",DIBP - Departmental expenses: Departmental appropriation & Expenses not requiring appropriation  in the budget yearReturns and Removals,3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,43642,42432,38721,38981,39817,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,"Programme 3.2: Compliance, Detention and Status  Resolution",DIBP - Departmental expenses: Departmental appropriation & Expenses not requiring appropriation  in the budget yearForeign Fishers,3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,2719,2745,2715,2722,2815,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,Programme 3.3: IMA Onshore Management,DIBP - Administered expenses: Ordinary Annual Services & Expenses not requiring appropriation  in the budget yearCommunity Placements and Detention  Services - Onshore,3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,1954375,1463696,1160887,726820,461053,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,Programme 3.3: IMA Onshore Management,"DIBP - Administered expenses: Ordinary Annual Services & Expenses not requiring appropriation  in the budget yearReturns, Removals and Reintegration  Assistance Packages - Onshore",3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,2188,2277,2387,2420,2420,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,Programme 3.4: IMA Onshore Management,DIBP - Departmental expenses: Departmental appropriation & Expenses not requiring appropriation  in the budget year,3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,388033,382808,385031,267530,186406,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,Programme 3.5: IMA Offshore Management,DIBP - Administered expenses: Ordinary Annual Services & Expenses not requiring appropriation  in the budget yearOffshore Processing Services,3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,655494,765619,568117,360144,354802,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,Programme 3.5: IMA Offshore Management,"DIBP - Administered expenses: Ordinary Annual Services & Expenses not requiring appropriation  in the budget yearReturns, Removals and Reintegration  Assistance Packages - offshore",3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,2187,2277,2387,2420,2420,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Department of Immigration and Border Protection,DIBP,Programme 3.6: IMA Offshore Management,DIBP - Departmental expenses: Departmental appropriation & Expenses not requiring appropriation  in the budget year,3,Outcome 3: Support Australias border protection through managing the stay and departure of all non-citizens.,63335,58817,43658,37280,32571,Department of Immigration and Border Protection 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/9c607beb-4989-4049-9dd4-ca7223851f86
,Immigration and Border Protection Portfolio,Migration Review Tribunal and Refugee Review Tribunal ,MRT-RRT,Programme 1.1: Final independent merits review of decisions concerning refugee status and the refusal or cancellation of migration and refugee visas.,MRT-RRT - Departmental expenses: Departmental appropriation ,1,"Outcome 1: To provide correct and preferable decisions for visa applicants and sponsors through independent, fair, just, economical, informal and quick merits reviews of migration and refugee decisions",82985,60667,60656,61237,60897,Migration Review Tribunal and Refugee Review Tribunal (MRT-RRT)  2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/bbeaee8e-7eaf-41b0-99a7-d9d79d61d484
,Agriculture Portfolio,Australian Fisheries Management Authority,AFMA,Program 1.1: Australian Fisheries Management Authority,AFMA - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) ,1,"Outcome 1: Ecologically sustainable and economically efficient Commonwealth fisheries, through understanding and monitoring Australia",4075,5309,5408,5392,5499,Australian Fisheries Management Authority 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/8a7d0ca6-1d9c-4774-be4a-85c3821135e6
,Agriculture Portfolio,Australian Fisheries Management Authority,AFMA,Program 1.1: Australian Fisheries Management Authority,AFMA - Departmental expenses: Departmental appropriation ,1,"Outcome 1: Ecologically sustainable and economically efficient Commonwealth fisheries, through understanding and monitoring Australia",28158,23833,23669,23661,23936,Australian Fisheries Management Authority 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/8a7d0ca6-1d9c-4774-be4a-85c3821135e6
,Agriculture Portfolio,Australian Fisheries Management Authority,AFMA,Program 1.1: Australian Fisheries Management Authority,AFMA - Departmental expenses: Special account AFMA Special account ,1,"Outcome 1: Ecologically sustainable and economically efficient Commonwealth fisheries, through understanding and monitoring Australia",12236,14000,14420,14853,15299,Australian Fisheries Management Authority 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/8a7d0ca6-1d9c-4774-be4a-85c3821135e6
,Agriculture Portfolio,Australian Fisheries Management Authority,AFMA,Program 1.1: Australian Fisheries Management Authority,AFMA - Departmental expenses: Expenses not requiring appropriation  in the budget year,1,"Outcome 1: Ecologically sustainable and economically efficient Commonwealth fisheries, through understanding and monitoring Australia",1810,1895,1895,1929,1929,Australian Fisheries Management Authority 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/8a7d0ca6-1d9c-4774-be4a-85c3821135e6
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.1: Agricultural Adaptation,DoA - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Carbon Farming Initiative,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",200,0,0,0,0,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.1: Agricultural Adaptation,DoA - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Clean Energy Future ,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",57361,42313,17529,10526,0,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.1: Agricultural Adaptation,DoA - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Transitional Farm Family Payment,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",7712,0,0,0,0,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.1: Agricultural Adaptation,DoA - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Interim Farm Household Allowance,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",2198,3355,0,0,0,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.1: Agricultural Adaptation,DoA - Departmental expenses: Departmental appropriation ,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",6443,6514,7099,7040,0,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.1: Agricultural Adaptation,DoA - Departmental expenses: Expenses not requiring appropriation  in the budget year,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",280,280,280,280,0,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.2: Sustainable Management ,DoA - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) A more competitive and sustainable fisheries sector ,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",0,600,600,600,600,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.2: Sustainable Management ,DoA - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) National Landcare Programme ,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",10128,0,0,0,0,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.2: Sustainable Management ,DoA - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Natural Disaster Recovery and Rebuilding ,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",10000,0,0,0,0,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.2: Sustainable Management ,DoA - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Natural Resources Management account  ,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",22602,10390,5862,909,0,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.2: Sustainable Management ,DoA - Departmental expenses: Departmental appropriation ,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",24217,9007,8299,6823,7433,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.2: Sustainable Management ,DoA - Departmental expenses: Expenses not requiring appropriation  in the budget year,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",457,457,457,457,501,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.3: Forestry Industry,DoA - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Forest Industry Certification,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",500,0,0,0,0,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.3: Forestry Industry,"DoA - Administered expenses: Special appropriation Forestry Marketing and Research and Development Services Act  2007, s. 9(1)  payments and matching payments to an industry services body and Commonwealth administration expenses",1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",7668,7860,8018,8178,8341,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.3: Forestry Industry,DoA - Departmental expenses: Departmental appropriation ,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",5382,5440,5920,5871,6182,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.3: Forestry Industry,DoA - Departmental expenses: Expenses not requiring appropriation  in the budget year,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",122,122,122,122,134,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.4: Fishing Industry,DoA - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) A more competitive and sustainable fisheries sector ,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",0,400,300,200,200,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.4: Fishing Industry,DoA - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Fisheries Resources Research Fund,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",2075,339,2188,2255,2328,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.4: Fishing Industry,"DoA - Administered expenses: Ordinary annual services (Appropriation Bill No. 1) Primary Industries Research and Development Act  1989, s. 30A(3)  & s. 30B(9)  ",1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",18161,18287,18761,19116,19476,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.4: Fishing Industry,DoA - Departmental expenses: Departmental appropriation ,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",8011,8098,8813,8740,9203,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.4: Fishing Industry,DoA - Departmental expenses: Expenses not requiring appropriation  in the budget year,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",197,197,197,197,216,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.5: Horticulture Industry,"DoA - Administered expenses: Special appropriation Horticulture Marketing and Research and Development Services Act  2000, s. 16(9) ",1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",82884,86826,86826,86826,86826,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.5: Horticulture Industry,DoA - Departmental expenses: Departmental appropriation ,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",1188,1202,1323,1311,1373,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.5: Horticulture Industry,DoA - Departmental expenses: Expenses not requiring appropriation  in the budget year,1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",198,198,198,198,217,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
,Agriculture Portfolio,Department of Agriculture,DoA,Programme 1.6: Wool Industry,"DoA - Administered expenses: Special appropriation Wool Services Privatisation Act  2000, 
s. 31(4) ",1,"Outcome 1: More sustainable, productive, internationally competitive and profitable Australian agricultural, food and fibre industries through policies and initiatives that promote better resource management practices, innovation, self-reliance and improved access to international markets.",58000,56500,56500,56500,56500,Department of Agriculture 2014 - 15 PBS,http://data.gov.au/dataset/budget-2014-15-tables-and-data/resource/0029f0cd-4fe8-4bfb-8863-22a3bb89b52c
